# ELP1 — ELP2000-82B main problem, component=1 (1=longitude(sine),2=latitude(sine),3=distance(cosine, via +pi/2 phase))
# Source: Chapront-Touze M., Chapront J., Astron. Astrophys. 190, 342 (1988) and 124, 50 (1983); IMCCE ftp://ftp.imcce.fr/pub/ephem/moon/elp82b/, coefficients fitted to JPL DE200/LE200. Column layout and phase formula read directly from reference Fortran elp82b_1.
# columns: d,lp,l,f = Delaunay argument multipliers (D, l', l, F); a = amplitude (arcsec for longitude/latitude, km for distance); coef2..coef6 = partial derivatives used only for the DE200/LE200 fit correction (coef7 in the source file is read but never used by elp82b_1, dropped here)
d,lp,l,f,a,coef2,coef3,coef4,coef5,coef6
2,-1,1,-4,0.00018,0.0,0.02,0.0,0.01,0.0
2,-1,1,-2,-0.37453,-6.5,-16.89,-6.91,-22.36,0.0
2,-1,1,0,14.53078,497.46,-9.38,307.25,867.99,0.0
2,-1,1,2,-0.07373,-2.45,-3.26,-1.77,-4.4,0.0
2,-1,1,4,0.00025,0.0,0.02,0.0,0.02,0.0
2,-1,2,-4,1e-05,0.0,0.0,0.0,0.0,0.0
2,-1,2,-2,-0.02887,-0.54,-1.3,-1.06,-1.72,0.0
2,-1,2,0,1.17704,41.72,-0.96,46.23,70.28,0.0
2,-1,2,2,-0.01007,-0.35,-0.44,-0.42,-0.6,0.0
2,-1,2,4,5e-05,0.0,0.0,0.0,0.0,0.0
2,-1,3,-2,-0.00232,-0.05,-0.1,-0.13,-0.14,0.0
2,-1,3,0,0.0932,3.39,-0.09,5.36,5.56,0.0
2,-1,3,2,-0.00117,-0.04,-0.05,-0.07,-0.07,0.0
2,-1,4,-2,-0.00019,0.0,0.0,-0.01,-0.01,0.0
2,-1,4,0,0.0073,0.27,0.0,0.55,0.44,0.0
2,-1,4,2,-0.00012,0.0,0.0,0.0,0.0,0.0
2,-1,5,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
2,-1,5,0,0.00057,0.02,0.0,0.05,0.03,0.0
2,-1,5,2,-1e-05,0.0,0.0,0.0,0.0,0.0
2,-1,6,0,4e-05,0.0,0.0,0.0,0.0,0.0
2,0,-8,0,3e-05,0.0,0.0,0.0,0.0,0.0
2,0,-7,0,0.00036,0.0,0.0,0.05,0.0,0.0
2,0,-6,-2,-0.00011,0.0,0.0,-0.01,0.0,0.0
2,0,-6,0,0.00497,0.1,0.0,0.54,0.0,0.0
2,0,-5,-2,-0.00111,-0.02,-0.05,-0.1,0.0,0.0
2,0,-5,0,0.0685,1.4,-0.03,6.24,0.0,0.0
2,0,-5,2,-7e-05,0.0,0.0,0.0,0.0,0.0
2,0,-4,-4,5e-05,0.0,0.0,0.0,0.0,0.0
2,0,-4,-2,-0.01077,-0.24,-0.48,-0.79,0.0,0.0
2,0,-4,0,0.94827,19.71,-0.3,69.11,0.06,0.0
2,0,-4,2,-0.00054,0.0,-0.03,-0.04,0.0,0.0
2,0,-3,-4,0.00024,0.0,0.02,0.01,0.0,0.0
2,0,-3,-2,-0.09154,-2.11,-4.08,-5.03,0.0,0.0
2,0,-3,0,13.194,279.87,-3.19,721.29,0.65,0.14
2,0,-3,2,0.00467,0.38,0.2,0.24,0.0,0.0
2,0,-3,4,-3e-05,0.0,0.0,0.0,0.0,0.0
2,0,-2,-4,0.00037,0.03,0.03,0.02,0.0,0.0
2,0,-2,-2,-0.56065,-14.54,-24.99,-20.69,-0.01,0.0
2,0,-2,0,211.65487,4685.54,-42.06,7715.64,7.86,2.12
2,0,-2,2,-0.53572,-4.5,-24.12,-19.5,0.04,-0.01
2,0,-2,4,0.00282,0.02,0.25,0.1,0.0,0.0
2,0,-1,-6,3e-05,0.0,0.0,0.0,0.0,0.0
2,0,-1,-4,-0.0085,0.0,-0.76,-0.14,0.0,0.0
2,0,-1,-2,0.17903,-34.06,7.98,1.01,0.03,0.18
2,0,-1,0,4586.43061,87132.46,-842.12,83586.18,-191.17,20.31
2,0,-1,2,-9.36601,-173.58,-417.66,-173.7,0.48,-0.06
2,0,-1,4,0.01993,0.36,1.78,0.39,0.0,0.0
2,0,-1,6,-4e-05,0.0,0.0,0.0,0.0,0.0
2,0,0,-6,0.00015,0.0,0.02,0.0,0.0,0.0
2,0,0,-4,-0.07518,-0.7,-6.72,0.06,0.0,0.0
2,0,0,-2,55.17801,530.97,2463.55,-15.35,-6.96,1.2
2,0,0,0,2369.91227,69551.14,-1472.5,10817.07,-255.36,22.07
2,0,0,2,-5.7417,-155.85,-254.0,-59.77,0.64,-0.1
2,0,0,4,0.01372,0.35,1.22,0.21,0.0,0.0
2,0,0,6,-3e-05,0.0,0.0,0.0,0.0,0.0
2,0,1,-6,1e-05,0.0,0.0,0.0,0.0,0.0
2,0,1,-4,0.00056,0.1,0.05,0.01,0.0,0.0
2,0,1,-2,-6.38325,-72.7,-288.51,-117.47,1.16,0.0
2,0,1,0,191.95575,5619.27,-153.09,4250.55,-30.1,2.78
2,0,1,2,-0.99023,-27.73,-43.7,-25.33,0.16,-0.02
2,0,1,4,0.00344,0.09,0.31,0.1,0.0,0.0
2,0,1,6,-1e-05,0.0,0.0,0.0,0.0,0.0
2,0,2,-4,8e-05,0.0,0.0,0.0,0.0,0.0
2,0,2,-2,-0.4538,-4.94,-20.52,-16.63,0.1,0.0
2,0,2,0,14.37964,417.8,-13.71,577.47,-3.08,0.28
2,0,2,2,-0.12386,-3.49,-5.45,-5.28,0.03,0.0
2,0,2,4,0.00059,0.02,0.05,0.03,0.0,0.0
2,0,3,-4,2e-05,0.0,0.0,0.0,0.0,0.0
2,0,3,-2,-0.03336,-0.35,-1.51,-1.83,0.0,0.0
2,0,3,0,1.05949,30.46,-1.16,61.74,-0.3,0.03
2,0,3,2,-0.01332,-0.37,-0.59,-0.8,0.0,0.0
2,0,3,4,8e-05,0.0,0.0,0.0,0.0,0.0
2,0,4,-2,-0.00247,-0.03,-0.11,-0.18,0.0,0.0
2,0,4,0,0.07765,2.2,-0.1,5.93,-0.03,0.0
2,0,4,2,-0.00131,-0.04,-0.06,-0.1,0.0,0.0
2,0,4,4,1e-05,0.0,0.0,0.0,0.0,0.0
2,0,5,-2,-0.00018,0.0,0.0,-0.02,0.0,0.0
2,0,5,0,0.00568,0.16,0.0,0.54,0.0,0.0
2,0,5,2,-0.00012,0.0,0.0,-0.01,0.0,0.0
2,0,6,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
2,0,6,0,0.00041,0.01,0.0,0.05,0.0,0.0
2,0,6,2,-1e-05,0.0,0.0,0.0,0.0,0.0
2,0,7,0,3e-05,0.0,0.0,0.0,0.0,0.0
2,1,-7,0,1e-05,0.0,0.0,0.0,0.0,0.0
2,1,-6,0,0.00015,0.01,0.0,0.02,0.0,0.0
2,1,-5,-2,-3e-05,0.0,0.0,0.0,0.0,0.0
2,1,-5,0,0.00173,0.12,0.0,0.16,0.1,0.0
2,1,-4,-2,-0.0002,-0.02,0.0,-0.01,-0.01,0.0
2,1,-4,0,0.01819,1.37,-0.02,1.32,1.1,0.0
2,1,-4,2,-3e-05,0.04,0.0,0.0,0.02,0.0
2,1,-3,-2,-0.00116,-0.1,-0.05,-0.06,-0.07,0.0
2,1,-3,0,0.17624,15.8,-0.23,9.59,10.63,0.05
2,1,-3,2,-0.00024,0.0,-0.01,-0.02,-0.02,0.0
2,1,-2,-4,2e-05,0.0,0.0,0.0,0.0,0.0
2,1,-2,-2,-0.00346,-0.43,-0.15,-0.13,-0.21,0.0
2,1,-2,0,2.48897,257.3,-3.72,89.71,150.19,0.26
2,1,-2,2,-1e-05,-0.34,0.0,0.0,0.0,0.0
2,1,-1,-4,0.00017,0.0,0.02,0.0,0.01,0.0
2,1,-1,-2,-0.00228,0.76,-0.11,-0.05,-0.13,0.0
2,1,-1,0,-28.3981,915.46,-16.7,-528.73,-1693.3,-0.38
2,1,-1,2,0.06742,-1.63,3.04,1.29,4.02,0.0
2,1,-1,4,-0.00016,0.0,-0.01,0.0,0.0,0.0
2,1,0,-4,0.00198,0.03,0.18,0.0,0.12,0.0
2,1,0,-2,-1.43724,-23.32,-64.11,-0.16,-86.03,-0.04
2,1,0,0,-24.3591,-661.0,29.13,-128.06,-1457.61,-5.21
2,1,0,2,0.06541,1.46,2.86,0.75,3.91,0.03
2,1,0,4,-0.00017,0.0,-0.02,0.0,-0.01,0.0
2,1,1,-4,3e-05,0.0,0.0,0.0,0.0,0.0
2,1,1,-2,0.08472,-0.38,3.85,1.59,5.05,0.0
2,1,1,0,-2.91464,-100.96,4.26,-66.13,-174.49,-0.75
2,1,1,2,0.01605,0.51,0.7,0.42,0.96,0.0
2,1,1,4,-6e-05,0.0,0.0,0.0,0.0,0.0
2,1,2,-2,0.00889,0.07,0.4,0.33,0.53,0.0
2,1,2,0,-0.29023,-11.13,0.47,-11.8,-17.38,-0.08
2,1,2,2,0.00262,0.1,0.11,0.11,0.16,0.0
2,1,2,4,-1e-05,0.0,0.0,0.0,0.0,0.0
2,1,3,-2,0.00085,0.01,0.04,0.05,0.05,0.0
2,1,3,0,-0.02676,-1.08,0.05,-1.57,-1.6,0.0
2,1,3,2,0.00035,0.01,0.02,0.02,0.02,0.0
2,1,4,-2,8e-05,0.0,0.0,0.0,0.0,0.0
2,1,4,0,-0.00236,-0.1,0.0,-0.18,-0.14,0.0
2,1,4,2,4e-05,0.0,0.0,0.0,0.0,0.0
2,1,5,0,-0.0002,0.0,0.0,-0.02,-0.01,0.0
2,1,6,0,-2e-05,0.0,0.0,0.0,0.0,0.0
2,2,-5,0,-2e-05,0.0,0.0,0.0,0.0,0.0
2,2,-4,0,-0.00049,0.0,0.0,-0.04,-0.06,0.0
2,2,-3,-2,4e-05,0.0,0.0,0.0,0.0,0.0
2,2,-3,0,-0.00944,-0.26,0.0,-0.53,-1.14,0.0
2,2,-3,2,2e-05,0.0,0.0,0.0,0.0,0.0
2,2,-2,-2,6e-05,0.0,0.0,0.0,0.0,0.0
2,2,-2,0,-0.2499,-10.76,0.11,-9.2,-29.88,-0.02
2,2,-2,2,0.0006,0.02,0.03,0.02,0.07,0.0
2,2,-1,-4,2e-05,0.0,0.0,0.0,0.0,0.0
2,2,-1,-2,-0.00654,-0.24,-0.29,-0.09,-0.78,0.0
2,2,-1,0,-2.52138,-84.66,0.74,-46.07,-302.13,0.07
2,2,-1,2,0.00515,0.17,0.23,0.1,0.62,0.0
2,2,-1,4,-1e-05,0.0,0.0,0.0,0.0,0.0
2,2,0,-4,4e-05,0.0,0.0,0.0,0.0,0.0
2,2,0,-2,-0.02349,-0.29,-0.9,0.49,-2.75,0.04
2,2,0,0,-0.18576,-6.48,0.33,-6.56,-22.26,0.39
2,2,0,2,0.00096,0.03,0.04,0.03,0.11,0.0
2,2,1,-2,-0.002,-0.12,-0.07,0.0,-0.23,0.0
2,2,1,0,-0.01343,-0.46,0.03,-0.71,-1.61,0.06
2,2,1,2,0.00012,0.0,0.0,0.0,0.01,0.0
2,2,2,-2,-0.00014,0.0,0.0,0.0,-0.02,0.0
2,2,2,0,-0.00066,-0.01,0.0,-0.06,-0.08,0.0
2,2,3,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
2,3,-3,0,-9e-05,0.0,0.0,0.0,-0.02,0.0
2,3,-2,0,-0.00093,-0.06,0.0,-0.03,-0.17,0.0
2,3,-1,-2,-3e-05,0.0,0.0,0.0,0.0,0.0
2,3,-1,0,-0.00188,-0.12,0.0,-0.03,-0.34,0.0
2,3,0,-2,7e-05,0.0,0.0,0.0,0.02,0.0
2,3,0,0,0.00038,0.03,0.0,0.02,0.07,0.0
2,3,1,-2,2e-05,0.0,0.0,0.0,0.0,0.0
2,3,1,0,4e-05,0.0,0.0,0.0,0.0,0.0
2,4,-2,0,-1e-05,0.0,0.0,0.0,0.0,0.0
2,4,-1,0,-1e-05,0.0,0.0,0.0,0.0,0.0
3,-4,-1,0,-2e-05,0.0,0.0,0.0,0.0,0.0
3,-4,0,0,2e-05,0.0,0.0,0.0,0.0,0.0
3,-3,-2,0,-0.00017,0.0,0.0,0.0,-0.03,-0.07
3,-3,-1,0,-0.00053,-0.02,0.0,0.0,-0.09,-0.21
3,-3,0,-2,-5e-05,0.0,0.0,0.0,0.0,-0.02
3,-3,0,0,0.0003,0.0,0.0,0.0,0.05,0.12
3,-3,1,0,3e-05,0.0,0.0,0.0,0.0,0.01
3,-2,-3,0,-0.00014,0.0,0.0,0.0,-0.02,-0.06
3,-2,-2,0,-0.00399,-0.1,0.0,-0.15,-0.48,-1.55
3,-2,-1,-2,-8e-05,0.0,0.0,0.0,0.0,-0.03
3,-2,-1,0,-0.01182,-0.5,0.0,-0.23,-1.41,-4.6
3,-2,-1,2,3e-05,0.0,0.0,0.0,0.0,0.01
3,-2,0,-2,-0.00102,-0.02,-0.05,0.0,-0.12,-0.4
3,-2,0,0,0.00518,0.05,0.0,-0.05,0.62,2.01
3,-2,1,-2,-4e-05,0.0,0.0,0.0,0.0,-0.02
3,-2,1,0,0.00037,0.0,0.0,0.0,0.04,0.15
3,-1,-4,0,-0.00013,0.0,0.0,0.0,0.0,-0.05
3,-1,-3,0,-0.00297,-0.06,0.0,-0.16,-0.18,-1.16
3,-1,-2,0,-0.08311,-1.91,0.02,-3.04,-4.98,-32.32
3,-1,-2,2,0.0002,0.0,0.0,0.0,0.01,0.08
3,-1,-1,-2,-0.00189,-0.02,-0.08,-0.03,-0.11,-0.73
3,-1,-1,0,-0.23141,-9.24,0.19,-4.48,-13.78,-89.98
3,-1,-1,2,0.00075,0.03,0.03,0.02,0.05,0.29
3,-1,0,-4,2e-05,0.0,0.0,0.0,0.0,0.0
3,-1,0,-2,-0.01948,-0.34,-0.87,0.0,-1.16,-7.57
3,-1,0,0,0.06507,-0.18,0.16,-1.04,3.93,25.3
3,-1,0,2,0.0002,0.02,0.0,0.0,0.01,0.08
3,-1,1,-2,-0.00084,0.0,-0.04,-0.01,-0.05,-0.33
3,-1,1,0,0.0033,-0.25,0.03,-0.05,0.21,1.28
3,-1,1,2,5e-05,0.0,0.0,0.0,0.0,0.02
3,-1,2,-2,-4e-05,0.0,0.0,0.0,0.0,-0.02
3,-1,2,0,-0.00011,-0.05,0.0,-0.01,0.0,-0.04
3,-1,2,2,1e-05,0.0,0.0,0.0,0.0,0.0
3,-1,3,0,-5e-05,0.0,0.0,0.0,0.0,-0.02
3,0,-5,0,-5e-05,0.0,0.0,0.0,0.0,-0.02
3,0,-4,-2,1e-05,0.0,0.0,0.0,0.0,0.0
3,0,-4,0,-0.00174,0.0,0.0,-0.13,0.0,-0.68
3,0,-3,-2,0.00011,0.0,0.0,0.0,0.0,0.04
3,0,-3,0,-0.04442,-0.91,0.0,-2.43,-0.03,-17.27
3,0,-3,2,0.00011,0.0,0.0,0.0,0.0,0.04
3,0,-2,-2,-0.00028,0.02,-0.01,0.0,0.0,-0.11
3,0,-2,0,-1.22412,-28.1,0.42,-44.73,-0.15,-475.97
3,0,-2,2,0.00298,0.07,0.13,0.11,0.0,1.16
3,0,-2,4,-1e-05,0.0,0.0,0.0,0.0,0.0
3,0,-1,-4,6e-05,0.0,0.0,0.0,0.0,0.02
3,0,-1,-2,-0.02979,-0.39,-1.33,-0.54,0.0,-11.59
3,0,-1,0,-3.20968,-121.62,3.09,-62.39,1.61,-1248.01
3,0,-1,2,0.01215,0.48,0.53,0.25,0.0,4.72
3,0,-1,4,-4e-05,0.0,0.0,0.0,0.0,-0.01
3,0,0,-4,0.00025,0.0,0.02,0.0,0.0,0.1
3,0,0,-2,-0.25304,-3.6,-11.27,0.1,0.08,-98.39
3,0,0,0,0.40423,-12.92,2.28,-14.17,1.05,157.17
3,0,0,2,0.00375,0.24,0.16,0.11,0.0,1.46
3,0,0,4,-2e-05,0.0,0.0,0.0,0.0,0.0
3,0,1,-4,5e-05,0.0,0.0,0.0,0.0,0.02
3,0,1,-2,-0.01062,-0.05,-0.47,-0.18,0.0,-4.13
3,0,1,0,0.00037,-3.59,0.36,-1.36,0.18,0.14
3,0,1,2,0.00083,0.06,0.03,0.03,0.0,0.32
3,0,2,-2,-0.00051,0.0,-0.02,-0.02,0.0,-0.2
3,0,2,0,-0.00389,-0.5,0.04,-0.26,0.02,-1.51
3,0,2,2,0.00014,0.0,0.0,0.0,0.0,0.05
3,0,3,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
3,0,3,0,-0.00062,-0.05,0.0,-0.04,0.0,-0.24
3,0,3,2,2e-05,0.0,0.0,0.0,0.0,0.0
3,0,4,0,-7e-05,0.0,0.0,0.0,0.0,-0.03
3,1,-5,0,-6e-05,0.0,0.0,0.0,0.0,-0.02
3,1,-4,0,-0.00059,-0.02,0.0,-0.04,-0.04,-0.23
3,1,-3,-2,2e-05,0.0,0.0,0.0,0.0,0.0
3,1,-3,0,-0.00623,-0.3,0.0,-0.34,-0.37,-2.42
3,1,-3,2,2e-05,0.0,0.0,0.0,0.0,0.0
3,1,-2,-2,1e-05,0.0,0.0,0.0,0.0,0.0
3,1,-2,0,-0.04189,-2.51,0.02,-1.5,-2.52,-16.29
3,1,-2,2,7e-05,0.0,0.0,0.0,0.0,0.03
3,1,-1,-2,0.00116,0.02,0.05,0.02,0.07,0.45
3,1,-1,0,0.27377,5.06,-0.24,5.22,16.36,106.45
3,1,-1,2,-0.00138,-0.02,-0.06,-0.03,-0.08,-0.53
3,1,0,-2,0.00891,0.14,0.4,-0.01,0.53,3.46
3,1,0,0,0.1499,4.45,-0.27,1.61,8.95,58.29
3,1,0,2,-0.00096,-0.03,-0.04,-0.01,-0.06,-0.37
3,1,1,-2,0.0002,0.0,0.0,0.0,0.01,0.08
3,1,1,0,0.02244,0.7,-0.04,0.59,1.34,8.73
3,1,1,2,-0.00022,0.0,0.0,0.0,-0.01,-0.09
3,1,2,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
3,1,2,0,0.00256,0.08,0.0,0.11,0.15,1.0
3,1,2,2,-4e-05,0.0,0.0,0.0,0.0,-0.01
3,1,3,0,0.00026,0.0,0.0,0.02,0.02,0.1
3,1,4,0,2e-05,0.0,0.0,0.0,0.0,0.0
3,2,-4,0,-2e-05,0.0,0.0,0.0,0.0,0.0
3,2,-3,0,-0.0002,0.0,0.0,-0.01,-0.02,-0.08
3,2,-2,0,-0.00036,-0.06,0.0,-0.01,-0.04,-0.14
3,2,-1,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
3,2,-1,0,-0.00127,0.07,0.0,-0.03,-0.15,-0.49
3,2,0,-2,-9e-05,0.0,0.0,0.0,-0.02,-0.04
3,2,0,0,-0.00191,-0.05,0.0,-0.02,-0.23,-0.74
3,2,0,2,1e-05,0.0,0.0,0.0,0.0,0.0
3,2,1,0,-0.00039,-0.01,0.0,0.0,-0.05,-0.15
3,2,2,0,-6e-05,0.0,0.0,0.0,0.0,-0.02
3,3,-3,0,0.0,0.0,0.0,0.0,-0.02,-0.03
3,3,-2,-2,0.0,-0.03,0.01,-0.03,0.0,-0.08
3,3,-2,0,4e-05,0.0,0.0,0.0,0.0,0.01
3,3,-1,0,-0.00014,0.0,0.0,0.0,-0.02,-0.05
3,3,0,-2,-2e-05,-0.09,0.07,-0.08,-0.08,0.05
3,3,0,0,-2e-05,0.0,0.0,0.0,0.0,0.0
4,-5,-2,0,1e-05,0.0,0.0,0.0,0.0,0.0
4,-5,-1,0,4e-05,0.0,0.0,0.0,0.01,0.0
4,-5,0,0,3e-05,0.0,0.0,0.0,0.0,0.0
4,-4,-3,0,1e-05,0.0,0.0,0.0,0.0,0.0
4,-4,-2,0,0.00033,0.02,0.0,0.01,0.08,0.0
4,-4,-1,0,0.00086,0.05,0.0,0.02,0.21,0.0
4,-4,0,0,0.00054,0.04,0.0,0.0,0.13,0.0
4,-4,1,0,9e-05,0.0,0.0,0.0,0.02,0.0
4,-4,2,0,1e-05,0.0,0.0,0.0,0.0,0.0
4,-3,-3,0,0.00027,0.01,0.0,0.01,0.05,0.0
4,-3,-2,0,0.00755,0.33,0.0,0.28,1.35,0.0
4,-3,-2,2,-4e-05,0.0,0.0,0.0,0.0,0.0
4,-3,-1,-2,4e-05,0.0,0.0,0.0,0.0,0.0
4,-3,-1,0,0.01741,0.97,-0.01,0.36,3.12,0.0
4,-3,-1,2,-9e-05,0.0,0.0,0.0,-0.02,0.0
4,-3,0,-2,7e-05,0.0,0.0,0.0,0.01,0.0
4,-3,0,0,0.00971,0.65,0.0,0.11,1.74,0.0
4,-3,0,2,-6e-05,0.0,0.0,0.0,0.0,0.0
4,-3,1,-2,-3e-05,0.0,0.0,0.0,0.0,0.0
4,-3,1,0,0.0016,0.11,0.0,0.04,0.29,0.0
4,-3,1,2,-1e-05,0.0,0.0,0.0,0.0,0.0
4,-3,2,0,0.0002,0.01,0.0,0.0,0.04,0.0
4,-3,3,0,2e-05,0.0,0.0,0.0,0.0,0.0
4,-2,-5,0,-2e-05,0.0,0.0,0.0,0.0,0.0
4,-2,-4,0,-2e-05,0.0,0.0,0.0,0.0,0.0
4,-2,-3,0,0.0056,0.27,0.0,0.31,0.67,0.0
4,-2,-3,2,-4e-05,0.0,0.0,0.0,0.0,0.0
4,-2,-2,-2,2e-05,0.0,0.0,0.0,0.0,0.0
4,-2,-2,0,0.15781,6.46,-0.06,5.77,18.87,0.0
4,-2,-2,2,-0.0009,-0.04,-0.04,-0.03,-0.11,0.0
4,-2,-1,-2,0.00108,0.0,0.05,0.02,0.13,0.0
4,-2,-1,0,0.30874,16.37,-0.23,6.49,36.9,0.0
4,-2,-1,2,-0.0016,-0.08,-0.07,-0.04,-0.19,0.0
4,-2,0,-2,0.00091,0.07,0.04,-0.02,0.11,0.0
4,-2,0,0,0.15227,9.62,-0.17,1.88,18.19,0.01
4,-2,0,2,-0.00089,-0.05,-0.04,-0.02,-0.11,0.0
4,-2,1,-2,-0.00052,-0.02,-0.02,-0.01,-0.06,0.0
4,-2,1,0,0.02411,1.58,-0.03,0.66,2.88,0.0
4,-2,1,2,-0.00021,-0.01,0.0,0.0,-0.02,0.0
4,-2,2,-2,-9e-05,0.0,0.0,0.0,-0.01,0.0
4,-2,2,0,0.0029,0.2,0.0,0.13,0.35,0.0
4,-2,2,2,-4e-05,0.0,0.0,0.0,0.0,0.0
4,-2,3,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
4,-2,3,0,0.00031,0.02,0.0,0.02,0.04,0.0
4,-2,4,0,3e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-6,0,-5e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-5,0,-0.00034,-0.01,0.0,-0.03,-0.02,0.0
4,-1,-4,-2,4e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-4,0,-0.0002,0.0,0.0,-0.01,-0.01,0.0
4,-1,-3,-2,7e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-3,0,0.09982,4.58,-0.04,5.46,5.98,0.02
4,-1,-3,2,-0.00078,-0.03,-0.04,-0.04,-0.05,0.0
4,-1,-2,-4,1e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-2,-2,0.00043,0.0,0.02,0.02,0.03,0.0
4,-1,-2,0,2.73198,106.73,-1.04,99.83,163.2,0.11
4,-1,-2,2,-0.01533,-0.59,-0.68,-0.57,-0.92,0.0
4,-1,-2,4,6e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-1,-4,2e-05,0.0,0.0,0.0,0.0,0.0
4,-1,-1,-2,0.02289,0.27,1.02,0.41,1.36,0.02
4,-1,-1,0,4.37416,221.0,-3.71,93.87,260.99,-0.05
4,-1,-1,2,-0.02273,-1.12,-1.0,-0.56,-1.36,0.0
4,-1,-1,4,8e-05,0.0,0.0,0.0,0.0,0.0
4,-1,0,-4,-1e-05,0.0,0.0,0.0,0.0,0.0
4,-1,0,-2,0.00666,0.75,0.26,-0.27,0.39,0.02
4,-1,0,0,1.87083,111.8,-2.35,25.65,111.49,0.16
4,-1,0,2,-0.01114,-0.64,-0.49,-0.23,-0.66,0.0
4,-1,0,4,4e-05,0.0,0.0,0.0,0.0,0.0
4,-1,1,-4,-6e-05,0.0,0.0,0.0,0.0,0.0
4,-1,1,-2,-0.00732,-0.28,-0.33,-0.18,-0.44,0.0
4,-1,1,0,0.28251,17.39,-0.42,8.05,16.82,0.02
4,-1,1,2,-0.00251,-0.15,-0.11,-0.08,-0.15,0.0
4,-1,1,4,1e-05,0.0,0.0,0.0,0.0,0.0
4,-1,2,-2,-0.00121,-0.05,-0.05,-0.05,-0.07,0.0
4,-1,2,0,0.03274,2.05,-0.06,1.49,1.95,0.0
4,-1,2,2,-0.00041,-0.03,-0.02,-0.02,-0.02,0.0
4,-1,3,-2,-0.00014,0.0,0.0,0.0,0.0,0.0
4,-1,3,0,0.00336,0.21,0.0,0.21,0.2,0.0
4,-1,3,2,-6e-05,0.0,0.0,0.0,0.0,0.0
4,-1,4,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
4,-1,4,0,0.00032,0.02,0.0,0.03,0.02,0.0
4,-1,5,0,3e-05,0.0,0.0,0.0,0.0,0.0
4,0,-7,0,-7e-05,0.0,0.0,0.0,0.0,0.0
4,0,-6,-2,1e-05,0.0,0.0,0.0,0.0,0.0
4,0,-6,0,-0.00062,-0.03,0.0,-0.07,0.0,0.0
4,0,-5,-2,0.0001,0.0,0.0,0.0,0.0,0.0
4,0,-5,0,-0.00431,-0.18,0.0,-0.39,0.0,0.0
4,0,-4,-2,0.00042,0.02,0.02,0.03,0.0,0.0
4,0,-4,0,-0.0007,0.03,0.0,-0.05,0.0,0.0
4,0,-4,2,-2e-05,0.0,0.0,0.0,0.0,0.0
4,0,-3,-4,2e-05,0.0,0.0,0.0,0.0,0.0
4,0,-3,-2,0.00023,0.02,0.01,0.01,0.0,0.0
4,0,-3,0,1.18682,52.89,-0.5,64.88,0.22,0.25
4,0,-3,2,-0.00934,-0.29,-0.42,-0.51,0.0,0.0
4,0,-3,4,7e-05,0.0,0.0,0.0,0.0,0.0
4,0,-2,-4,0.00013,0.0,0.01,0.0,0.0,0.0
4,0,-2,-2,0.00662,0.09,0.29,0.24,0.0,0.0
4,0,-2,0,30.77247,1164.74,-12.42,1123.35,-4.25,1.18
4,0,-2,2,-0.16977,-6.36,-7.54,-6.26,0.03,0.0
4,0,-2,4,0.00061,0.02,0.05,0.02,0.0,0.0
4,0,-1,-4,0.00017,0.01,0.01,0.0,0.0,0.0
4,0,-1,-2,0.30086,5.06,13.37,5.39,-0.19,0.15
4,0,-1,0,38.42974,1853.28,-37.86,849.77,-9.84,0.08
4,0,-1,2,-0.20134,-9.45,-8.85,-5.16,0.05,0.0
4,0,-1,4,0.00072,0.03,0.06,0.02,0.0,0.0
4,0,0,-4,-3e-05,0.0,0.0,0.0,0.0,0.0
4,0,0,-2,-0.02391,4.23,-1.47,-2.51,-0.04,0.16
4,0,0,0,13.89903,782.37,-19.88,215.74,-5.22,1.37
4,0,0,2,-0.085,-4.56,-3.71,-1.97,0.03,0.0
4,0,0,4,0.00035,0.02,0.03,0.0,0.0,0.0
4,0,1,-4,-0.00061,0.0,-0.05,-0.01,0.0,0.0
4,0,1,-2,-0.06601,-2.12,-2.98,-1.62,0.03,0.02
4,0,1,0,1.97772,113.34,-3.31,59.21,-0.94,0.18
4,0,1,2,-0.01781,-0.99,-0.77,-0.63,0.0,0.0
4,0,1,4,9e-05,0.0,0.0,0.0,0.0,0.0
4,0,2,-4,1e-05,0.0,0.0,0.0,0.0,0.0
4,0,2,-2,-0.0098,-0.35,-0.44,-0.41,0.0,0.0
4,0,2,0,0.21853,12.57,-0.41,10.19,-0.13,0.02
4,0,2,2,-0.00274,-0.15,-0.12,-0.14,0.0,0.0
4,0,2,4,2e-05,0.0,0.0,0.0,0.0,0.0
4,0,3,-2,-0.00109,-0.04,-0.05,-0.07,0.0,0.0
