# ELP5 — ELP2000-82B, component=2 (1=longitude,2=latitude,3=distance)
# Source: same as ELP1-3, see elp1.csv. Phase: y = pha_deg*deg + sum_k(iz*zeta_k*T^k + sum_i ilu_i*del_i_k*T^k), value added is amplitude*sin(y).
# columns: iz = zeta multiplier; d,lp,l,f = Delaunay argument multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
iz,d,lp,l,f,phaDeg,amplitude
1,-3,0,0,0,180.00074,0.00017
1,-3,0,0,2,180.00072,1e-05
1,-3,0,1,0,180.00073,0.00014
1,-3,0,2,0,180.00072,2e-05
1,-3,1,0,0,180.00072,1e-05
1,-2,-2,0,0,180.00037,0.00013
1,-2,-2,1,0,180.00072,5e-05
1,-2,-1,-2,0,180.00075,3e-05
1,-2,-1,-1,-2,180.00095,1e-05
1,-2,-1,-1,0,180.00073,0.00041
1,-2,-1,0,-2,180.00094,6e-05
1,-2,-1,0,0,180.00071,0.00589
1,-2,-1,0,2,180.00079,7e-05
1,-2,-1,1,-2,180.00066,5e-05
1,-2,-1,1,0,180.00074,0.00034
1,-2,-1,2,0,0.00072,3e-05
1,-2,0,-3,-2,0.00094,1e-05
1,-2,0,-3,0,0.00077,7e-05
1,-2,0,-2,-2,0.00111,0.00014
1,-2,0,-2,0,0.00077,0.0011
1,-2,0,-2,2,180.00047,2e-05
1,-2,0,-1,-2,0.00104,0.00104
1,-2,0,-1,0,0.00075,0.01647
1,-2,0,-1,2,180.00059,0.00048
1,-2,0,0,-4,180.0009,1e-05
1,-2,0,0,-2,0.00093,0.00562
1,-2,0,0,0,0.00072,0.29854
1,-2,0,0,2,0.00077,0.00273
1,-2,0,1,-4,180.00088,2e-05
1,-2,0,1,-2,0.00065,0.00562
1,-2,0,1,0,0.00071,0.07332
1,-2,0,1,2,0.00072,0.00043
1,-2,0,2,-2,179.99951,2e-05
1,-2,0,2,0,0.00066,0.00672
1,-2,0,2,2,0.00072,3e-05
1,-2,0,3,0,0.00063,0.00063
1,-2,0,4,0,0.00061,5e-05
1,-2,1,-2,-2,0.00094,1e-05
1,-2,1,-2,0,0.00075,6e-05
1,-2,1,-1,-2,0.00104,8e-05
1,-2,1,-1,0,0.00075,0.00086
1,-2,1,-1,2,180.0006,3e-05
1,-2,1,0,-2,0.00094,0.00038
1,-2,1,0,0,0.00072,0.01404
1,-2,1,0,2,0.00076,0.00011
1,-2,1,1,-2,0.00065,0.00025
1,-2,1,1,0,0.00071,0.00328
1,-2,1,1,2,0.00073,1e-05
1,-2,1,2,0,0.00068,0.00028
1,-2,1,3,0,0.00072,2e-05
1,-2,2,-1,0,0.00074,3e-05
1,-2,2,0,-2,0.00093,2e-05
1,-2,2,0,0,0.00073,0.00051
1,-2,2,1,-2,0.00091,1e-05
1,-2,2,1,0,0.00072,0.00012
1,-2,2,2,0,0.00072,1e-05
1,-2,3,0,0,0.00072,2e-05
1,-1,-1,-1,0,0.00072,2e-05
1,-1,-1,0,-2,0.00094,2e-05
1,-1,-1,0,0,0.00072,0.00036
1,-1,0,-2,0,180.00072,2e-05
1,-1,0,-1,-2,180.00112,3e-05
1,-1,0,-1,0,180.00072,0.00029
1,-1,0,0,-2,180.00099,0.00013
1,-1,0,0,0,180.00073,0.00212
1,-1,0,0,2,180.00069,5e-05
1,-1,0,1,0,180.00074,0.00017
1,-1,0,2,0,180.00071,4e-05
1,0,-2,-1,0,180.00072,3e-05
1,0,-2,1,0,180.00071,5e-05
1,0,-1,-3,0,180.00072,1e-05
1,0,-1,-2,-2,180.00119,4e-05
1,0,-1,-2,0,180.0008,0.00014
1,0,-1,-1,-2,180.00114,0.00018
1,0,-1,-1,0,180.00076,0.00227
1,0,-1,0,-2,180.00192,2e-05
1,0,-1,0,0,180.00058,0.00252
1,0,-1,1,-2,0.00202,4e-05
1,0,-1,1,0,180.00068,0.00276
1,0,-1,2,0,180.00065,0.00031
1,0,-1,3,0,180.00069,3e-05
1,0,0,-4,-2,0.00121,3e-05
1,0,0,-4,0,0.00064,5e-05
1,0,0,-3,-2,0.00119,0.00033
1,0,0,-3,0,0.00069,0.00091
1,0,0,-2,-4,180.00089,1e-05
1,0,0,-2,-2,0.00116,0.00377
1,0,0,-2,0,0.00067,0.01745
1,0,0,-2,2,180.00038,0.00033
1,0,0,-1,-4,180.00098,8e-05
1,0,0,-1,-2,0.00109,0.03977
1,0,0,-1,0,0.00075,0.45586
1,0,0,-1,2,0.00062,0.00437
1,0,0,0,-4,180.00086,0.00034
1,0,0,0,-2,0.00086,0.32622
1,0,0,0,-1,270.0,1e-05
1,0,0,0,0,180.00071,8.04508
1,0,0,0,1,270.0,1e-05
1,0,0,0,2,0.00071,0.00834
1,0,0,0,4,180.00032,2e-05
1,0,0,1,-4,180.00067,9e-05
1,0,0,1,-2,0.00464,0.00239
1,0,0,1,0,180.00069,0.41571
1,0,0,1,2,0.0007,0.00133
1,0,0,2,-2,0.00147,0.00079
1,0,0,2,0,180.00066,0.02403
1,0,0,2,2,0.00071,0.00015
1,0,0,3,-2,0.00137,7e-05
1,0,0,3,0,180.00062,0.00146
1,0,0,3,2,0.00075,2e-05
1,0,0,4,0,180.00058,9e-05
1,0,1,-3,0,0.00072,1e-05
1,0,1,-2,-2,0.00119,4e-05
1,0,1,-2,0,0.00077,0.00014
1,0,1,-1,-2,0.00114,0.00023
1,0,1,-1,0,0.00074,0.00257
1,0,1,-1,2,0.00087,1e-05
1,0,1,0,-2,0.00071,3e-05
1,0,1,0,0,0.00095,0.00206
1,0,1,0,2,180.00072,2e-05
1,0,1,1,-2,180.00217,3e-05
1,0,1,1,0,0.0007,0.00212
1,0,1,2,0,0.00065,0.00025
1,0,1,3,0,0.00069,2e-05
1,0,2,-1,0,0.00072,4e-05
1,0,2,0,0,0.00088,2e-05
1,0,2,1,0,0.00072,2e-05
1,1,0,-2,0,0.00072,4e-05
1,1,0,-1,0,180.00137,3e-05
1,1,0,0,-2,180.00102,3e-05
1,1,0,0,0,0.00071,0.00218
1,1,0,1,-2,180.00131,1e-05
1,1,0,1,0,0.00067,0.00026
1,1,0,2,0,0.00068,2e-05
1,1,1,-1,0,0.00022,8e-05
1,1,1,0,-2,0.00028,1e-05
1,1,1,0,0,180.00073,0.00032
1,1,1,1,0,180.0007,4e-05
1,2,-2,-1,0,180.00071,0.00013
1,2,-2,0,-2,0.00102,2e-05
1,2,-2,0,0,180.0007,0.00015
1,2,-2,1,0,180.00069,2e-05
1,2,-1,-2,-2,180.00146,2e-05
1,2,-1,-2,0,0.00091,2e-05
1,2,-1,-1,-2,180.00253,3e-05
1,2,-1,-1,0,180.00073,0.00371
1,2,-1,-1,2,0.00072,2e-05
1,2,-1,0,-2,0.00101,0.00049
1,2,-1,0,0,180.0007,0.00315
1,2,-1,0,2,0.00073,1e-05
1,2,-1,1,-2,0.00112,8e-05
1,2,-1,1,0,180.00066,0.00043
1,2,-1,2,0,180.00067,4e-05
1,2,0,-4,0,180.00072,1e-05
1,2,0,-3,-2,180.00138,7e-05
1,2,0,-3,0,180.00074,0.00013
1,2,0,-2,-2,180.0015,0.00038
1,2,0,-2,0,0.00164,0.00033
1,2,0,-2,2,0.00062,0.0001
1,2,0,-1,-4,180.00083,1e-05
1,2,0,-1,-2,180.0024,0.00066
1,2,0,-1,0,180.00073,0.0835
1,2,0,-1,2,0.00069,0.00033
1,2,0,0,-4,180.00072,4e-05
1,2,0,0,-2,0.00102,0.01005
1,2,0,0,0,180.0007,0.04638
1,2,0,0,2,0.00073,0.00018
1,2,0,1,-2,0.00112,0.00139
1,2,0,1,0,180.00067,0.00563
1,2,0,1,2,0.00072,4e-05
1,2,0,2,-2,0.00115,0.00014
1,2,0,2,0,180.00062,0.00054
1,2,0,3,-2,0.00093,1e-05
1,2,0,3,0,180.00066,5e-05
1,2,1,-2,0,180.00072,2e-05
1,2,1,-1,-2,0.00121,1e-05
1,2,1,-1,0,0.00074,0.00055
1,2,1,0,-2,180.00103,0.00019
1,2,1,0,0,0.00071,0.00049
1,2,1,1,-2,180.00114,3e-05
1,2,1,1,0,0.00069,9e-05
1,2,1,2,0,0.00067,1e-05
1,2,2,-1,0,0.00071,5e-05
1,3,0,-2,0,0.00072,2e-05
1,3,0,-1,0,0.0007,8e-05
1,3,0,0,0,0.00072,1e-05
1,4,-2,-1,0,180.00072,1e-05
1,4,-1,-2,0,180.0007,8e-05
1,4,-1,-1,-2,0.00074,2e-05
1,4,-1,-1,0,180.00069,0.00013
1,4,-1,0,-2,0.00096,2e-05
1,4,-1,0,0,180.00067,6e-05
1,4,-1,1,0,180.00066,1e-05
1,4,0,-3,0,180.00034,1e-05
1,4,0,-2,0,180.00074,0.00097
1,4,0,-1,-2,0.00074,0.00019
1,4,0,-1,0,180.00071,0.00113
1,4,0,-1,2,0.00056,1e-05
1,4,0,0,-2,0.00096,0.00019
1,4,0,0,0,180.00067,0.00043
1,4,0,1,-2,0.00103,4e-05
1,4,0,1,0,180.00066,7e-05
1,4,1,-2,0,0.00072,1e-05
1,4,1,-1,0,0.00069,2e-05
1,6,0,-3,0,180.00069,1e-05
1,6,0,-2,0,180.00067,2e-05
1,6,0,-1,0,180.00066,1e-05
2,-4,0,0,-1,180.0,2e-05
2,-4,0,1,-1,180.0,3e-05
2,-2,-1,0,-1,0.0,6e-05
2,-2,0,-2,-1,180.0,1e-05
2,-2,0,-1,-1,180.0,0.00016
2,-2,0,0,-3,180.0,3e-05
2,-2,0,0,-1,180.0,0.00293
2,-2,0,0,1,180.0,0.00014
2,-2,0,1,-3,180.0,3e-05
2,-2,0,1,-1,180.0,0.00072
2,-2,0,1,1,180.0,1e-05
2,-2,0,2,-1,180.0,7e-05
2,-2,1,0,-1,180.0,0.00014
2,-2,1,1,-1,180.0,3e-05
2,-1,0,0,-1,0.0,2e-05
2,0,-1,-1,-1,0.0,2e-05
2,0,-1,0,-1,0.0,3e-05
2,0,-1,1,-1,0.0,3e-05
2,0,0,-3,-1,180.0,1e-05
2,0,0,-2,-3,180.0,2e-05
2,0,0,-2,-1,180.0,0.0002
2,0,0,-2,1,180.0,5e-05
2,0,0,-1,-3,180.0,0.00019
2,0,0,-1,-1,180.0,0.00441
2,0,0,-1,1,180.0,6e-05
2,0,0,0,-3,180.0,0.00156
2,0,0,0,-1,0.0,0.08042
2,0,0,0,1,180.0,3e-05
2,0,0,1,-1,0.0,0.00425
2,0,0,2,-1,0.0,0.00026
2,0,0,3,-1,0.0,2e-05
2,0,1,-1,-1,180.0,2e-05
2,0,1,1,-1,180.0,2e-05
2,1,0,0,-1,180.0,2e-05
2,1,1,-1,-1,180.0,2e-05
2,2,-1,-1,-1,0.0,4e-05
2,2,-1,0,-1,0.0,3e-05
2,2,0,-1,-1,0.0,0.00085
2,2,0,0,-3,180.0,5e-05
2,2,0,0,-1,0.0,0.00049
2,2,0,1,-1,0.0,6e-05
2,4,0,-1,-1,0.0,1e-05
