# ELP4 — ELP2000-82B, component=1 (1=longitude,2=latitude,3=distance)
# Source: same as ELP1-3, see elp1.csv. Phase: y = pha_deg*deg + sum_k(iz*zeta_k*T^k + sum_i ilu_i*del_i_k*T^k), value added is amplitude*sin(y).
# columns: iz = zeta multiplier; d,lp,l,f = Delaunay argument multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
iz,d,lp,l,f,phaDeg,amplitude
1,-4,1,-1,-1,0.00098,2e-05
1,-4,1,0,-1,0.00099,0.0001
1,-4,1,1,-1,0.0008,0.00017
1,-4,1,1,1,0.00082,2e-05
1,-4,1,2,-1,0.0003,6e-05
1,-4,2,0,-1,0.00094,1e-05
1,-4,2,1,-1,0.00098,1e-05
1,-3,0,0,-1,0.00082,4e-05
1,-3,0,0,1,180.00073,0.00023
1,-3,0,1,-1,180.00068,6e-05
1,-3,0,1,1,180.00072,3e-05
1,-3,1,0,1,180.00072,2e-05
1,-2,-2,1,-1,180.00031,2e-05
1,-2,-2,1,1,180.00029,1e-05
1,-2,-1,-2,-1,180.00123,2e-05
1,-2,-1,-2,1,0.00056,1e-05
1,-2,-1,-1,-1,180.00119,0.00012
1,-2,-1,-1,1,0.00065,9e-05
1,-2,-1,0,-1,180.00109,0.00053
1,-2,-1,0,1,180.00076,0.00123
1,-2,-1,1,-1,180.00047,0.00053
1,-2,-1,2,-1,180.00148,6e-05
1,-2,0,-3,-1,0.00122,9e-05
1,-2,0,-3,1,180.00044,5e-05
1,-2,0,-2,-3,180.00093,1e-05
1,-2,0,-2,-1,0.00119,0.00097
1,-2,0,-2,1,180.0005,0.00065
1,-2,0,-1,-3,180.00101,8e-05
1,-2,0,-1,-1,0.00113,0.00913
1,-2,0,-1,1,180.00049,0.00887
1,-2,0,0,-3,180.00092,0.00037
1,-2,0,0,-1,0.001,0.06569
1,-2,0,0,0,90.0,6e-05
1,-2,0,0,1,0.00076,0.04746
1,-2,0,0,3,180.00077,0.00013
1,-2,0,1,-3,180.00073,0.00044
1,-2,0,1,-1,0.00029,0.04962
1,-2,0,1,1,0.00045,0.00026
1,-2,0,1,3,180.00076,1e-05
1,-2,0,2,-3,180.00043,1e-05
1,-2,0,2,-1,180.00208,0.00249
1,-2,0,2,1,180.0007,0.00048
1,-2,0,3,-1,180.00155,0.00045
1,-2,0,3,1,180.00073,8e-05
1,-2,0,4,-1,180.00145,5e-05
1,-2,1,-2,-1,0.00118,8e-05
1,-2,1,-2,1,180.00049,4e-05
1,-2,1,-1,-1,0.00111,0.00072
1,-2,1,-1,1,180.00052,0.00049
1,-2,1,0,-3,180.00091,3e-05
1,-2,1,0,-1,0.00098,0.00482
1,-2,1,0,1,0.00075,0.00187
1,-2,1,1,-3,180.00089,2e-05
1,-2,1,1,-1,0.00031,0.00225
1,-2,1,1,1,180.00078,5e-05
1,-2,1,2,-1,180.00225,9e-05
1,-2,1,2,1,180.00071,3e-05
1,-2,1,3,-1,180.00164,1e-05
1,-2,2,-1,-1,0.00111,4e-05
1,-2,2,-1,1,180.00054,2e-05
1,-2,2,0,-1,0.00097,0.00024
1,-2,2,0,1,0.00072,6e-05
1,-2,2,1,-1,0.00031,8e-05
1,-2,3,0,-1,0.00094,1e-05
1,-1,-1,-1,-1,0.00122,4e-05
1,-1,-1,0,-1,0.00107,0.00019
1,-1,-1,0,1,0.0,1e-05
1,-1,-1,1,-1,180.00149,1e-05
1,-1,0,-2,-1,180.00131,3e-05
1,-1,0,-1,-1,180.00131,0.00023
1,-1,0,-1,1,180.00122,2e-05
1,-1,0,0,-3,0.00093,1e-05
1,-1,0,0,-1,180.00134,0.00075
1,-1,0,0,1,180.00067,0.00056
1,-1,0,1,-1,0.00127,0.00028
1,-1,0,1,1,180.00072,2e-05
1,-1,0,2,-1,0.00129,6e-05
1,-1,1,0,-1,179.9999,4e-05
1,-1,1,0,1,180.00072,1e-05
1,0,-2,-1,-1,180.00138,2e-05
1,0,-2,0,-1,0.00072,3e-05
1,0,-2,1,-1,0.00116,7e-05
1,0,-1,-3,-1,180.00133,3e-05
1,0,-1,-2,-1,180.00133,0.00029
1,0,-1,-2,1,0.00025,3e-05
1,0,-1,-1,-3,0.0009,1e-05
1,0,-1,-1,-1,180.00141,0.00187
1,0,-1,-1,1,359.99928,8e-05
1,0,-1,0,-3,0.00092,1e-05
1,0,-1,0,-1,0.00067,0.00282
1,0,-1,0,1,0.00045,0.0001
1,0,-1,1,-1,0.00118,0.00387
1,0,-1,1,1,0.0007,0.00026
1,0,-1,2,-1,0.00122,0.00047
1,0,-1,2,1,0.0007,4e-05
1,0,-1,3,-1,0.00122,5e-05
1,0,0,-5,-1,0.00127,1e-05
1,0,0,-4,-1,0.00129,0.00016
1,0,0,-3,-3,180.00113,3e-05
1,0,0,-3,-1,0.00129,0.00228
1,0,0,-3,1,180.00029,0.00013
1,0,0,-2,-3,180.00109,0.00032
1,0,0,-2,-1,0.00128,0.03279
1,0,0,-2,1,180.00024,0.00387
1,0,0,-1,-3,180.00102,0.00261
1,0,0,-1,-1,0.00127,0.49141
1,0,0,-1,0,90.0,0.0001
1,0,0,-1,1,0.00051,0.05036
1,0,0,-1,3,180.0006,0.00017
1,0,0,0,-5,0.00086,3e-05
1,0,0,0,-3,180.00086,0.01492
1,0,0,0,-1,0.00094,7.06304
1,0,0,0,0,270.0,0.00027
1,0,0,0,1,0.00071,0.36061
1,0,0,0,3,180.00071,0.00074
1,0,0,1,-3,180.00054,0.0005
1,0,0,1,-1,0.00127,0.49331
1,0,0,1,0,270.0,2e-05
1,0,0,1,1,0.0007,0.03838
1,0,0,1,3,180.00074,0.00015
1,0,0,2,-3,180.00061,4e-05
1,0,0,2,-1,0.00126,0.03402
1,0,0,2,1,0.00069,0.00331
1,0,0,2,3,180.00073,2e-05
1,0,0,3,-1,0.00125,0.00242
1,0,0,3,1,0.00067,0.00027
1,0,0,4,-1,0.00125,0.00017
1,0,0,4,1,0.00067,2e-05
1,0,0,5,-1,0.00127,1e-05
1,0,1,-3,-1,0.00133,4e-05
1,0,1,-2,-1,0.00135,0.00037
1,0,1,-2,1,180.0005,3e-05
1,0,1,-1,-3,180.0009,1e-05
1,0,1,-1,-1,0.00143,0.00249
1,0,1,-1,1,0.00272,2e-05
1,0,1,0,-1,180.00079,0.0024
1,0,1,0,1,180.00076,0.00034
1,0,1,1,-1,180.00116,0.00292
1,0,1,1,1,180.00073,0.00022
1,0,1,2,-1,180.00121,0.00037
1,0,1,2,1,180.00071,4e-05
1,0,1,3,-1,180.00122,4e-05
1,0,2,-1,-1,0.00146,4e-05
1,0,2,0,-1,180.00072,3e-05
1,0,2,1,-1,180.00119,3e-05
1,1,-1,0,-1,180.0008,3e-05
1,1,0,-2,-1,0.00182,3e-05
1,1,0,-1,-1,179.99929,0.00011
1,1,0,-1,1,180.00052,2e-05
1,1,0,0,-1,180.00088,0.00342
1,1,0,0,1,180.00072,0.00021
1,1,0,1,-1,180.00104,0.00043
1,1,0,1,1,180.00071,4e-05
1,1,0,2,-1,180.0011,4e-05
1,1,1,-1,-1,180.00007,6e-05
1,1,1,0,-1,0.00059,0.00064
1,1,1,0,1,0.00072,3e-05
1,1,1,1,-1,0.00085,7e-05
1,2,-3,0,-1,0.00094,1e-05
1,2,-2,-1,-1,0.0004,0.0001
1,2,-2,-1,1,0.00072,1e-05
1,2,-2,0,-1,0.0009,0.00031
1,2,-2,0,1,0.00072,2e-05
1,2,-2,1,-1,0.00104,5e-05
1,2,-1,-3,-1,180.00162,1e-05
1,2,-1,-2,-1,180.00296,6e-05
1,2,-1,-2,1,0.00051,3e-05
1,2,-1,-1,-1,0.00041,0.00288
1,2,-1,-1,1,0.00069,0.00037
1,2,-1,0,-1,0.00091,0.00646
1,2,-1,0,1,0.00072,0.00031
1,2,-1,1,-1,0.00103,0.00091
1,2,-1,1,1,0.00069,6e-05
1,2,-1,2,-1,0.00106,0.0001
1,2,0,-4,-1,180.00153,5e-05
1,2,0,-3,-1,180.00173,0.00037
1,2,0,-3,1,180.00003,5e-05
1,2,0,-2,-3,0.00121,2e-05
1,2,0,-2,-1,180.00322,0.00142
1,2,0,-2,1,0.00052,0.00067
1,2,0,-1,-1,0.00042,0.06456
1,2,0,-1,1,0.00071,0.00815
1,2,0,-1,3,180.00036,4e-05
1,2,0,0,-3,179.99827,6e-05
1,2,0,0,-1,0.0009,0.09642
1,2,0,0,1,0.0007,0.0048
1,2,0,0,3,180.00038,2e-05
1,2,0,1,-3,180.00114,0.00014
1,2,0,1,-1,0.00102,0.01234
1,2,0,1,1,0.0007,0.0008
1,2,0,2,-3,180.00118,2e-05
1,2,0,2,-1,0.00107,0.00126
1,2,0,2,1,0.00073,9e-05
1,2,0,3,-1,0.00111,0.00012
1,2,0,3,1,0.00062,1e-05
1,2,1,-1,-1,180.00004,0.00017
1,2,1,-1,1,180.00073,6e-05
1,2,1,0,-1,180.00088,0.00113
1,2,1,0,1,180.00073,5e-05
1,2,1,1,-1,180.00098,0.00021
1,2,1,1,1,180.00099,1e-05
1,2,1,2,-1,180.00105,3e-05
1,2,2,-1,-1,180.00033,5e-05
1,3,0,-2,-1,179.99961,1e-05
1,3,0,-1,-1,180.0007,0.00013
1,3,0,-1,1,180.00072,1e-05
1,3,1,-1,-1,0.00073,1e-05
1,3,1,0,-1,0.00088,1e-05
1,4,-2,-1,-1,0.00091,2e-05
1,4,-2,0,-1,0.00094,1e-05
1,4,-1,-2,-1,0.00041,8e-05
1,4,-1,-2,1,0.00092,1e-05
1,4,-1,-1,-1,0.00077,0.00024
1,4,-1,-1,1,0.00071,2e-05
1,4,-1,0,-1,0.0009,0.00015
1,4,-1,1,-1,0.00091,3e-05
1,4,0,-3,-1,359.99818,1e-05
1,4,0,-3,1,0.00056,1e-05
1,4,0,-2,-1,0.00042,0.00088
1,4,0,-2,1,0.0007,0.00014
1,4,0,-1,-1,0.00078,0.00217
1,4,0,-1,1,0.00071,0.00016
1,4,0,0,-1,0.0009,0.00115
1,4,0,0,1,0.00072,6e-05
1,4,0,1,-1,0.00098,0.00021
1,4,0,1,1,0.00038,1e-05
1,4,0,2,-1,0.00093,3e-05
1,4,1,-1,-1,180.00077,4e-05
1,4,1,0,-1,180.00089,3e-05
1,6,0,-3,-1,0.00037,1e-05
1,6,0,-2,-1,0.00067,4e-05
1,6,0,-1,-1,0.0009,4e-05
1,6,0,0,-1,0.0009,2e-05
2,-2,-1,0,0,0.0,1e-05
2,-2,0,-1,-2,180.0,4e-05
2,-2,0,-1,0,0.0,0.00013
2,-2,0,0,-2,180.0,0.00027
2,-2,0,0,0,180.0,0.00043
2,-2,0,1,-2,180.0,0.00025
2,-2,0,1,0,180.0,2e-05
2,-2,0,2,-2,0.0,1e-05
2,-2,1,0,-2,180.0,2e-05
2,-2,1,0,0,180.0,3e-05
2,-2,1,1,-2,180.0,1e-05
2,0,-1,0,-2,180.0,3e-05
2,0,-1,1,-2,180.0,2e-05
2,0,0,-2,-2,180.0,0.00016
2,0,0,-2,0,0.0,9e-05
2,0,0,-1,-4,0.0,1e-05
2,0,0,-1,-2,180.0,0.00239
2,0,0,-1,-1,270.0,1e-05
2,0,0,-1,0,180.0,0.0008
2,0,0,0,-4,0.0,7e-05
2,0,0,0,-2,180.0,0.03638
2,0,0,0,-1,90.0,3e-05
2,0,0,0,0,180.0,0.00239
2,0,0,1,-2,180.0,0.00241
2,0,0,1,0,180.0,0.00025
2,0,0,2,-2,180.0,0.00017
2,0,0,2,0,180.0,2e-05
2,0,1,0,-2,0.0,2e-05
2,0,1,1,-2,0.0,1e-05
2,1,0,0,-2,0.0,2e-05
2,1,1,0,-2,180.0,4e-05
2,2,-1,-1,-2,180.0,2e-05
2,2,-1,0,-2,180.0,4e-05
2,2,0,-1,-2,180.0,0.00039
2,2,0,-1,0,180.0,6e-05
2,2,0,0,-2,180.0,0.00057
2,2,0,0,0,180.0,3e-05
2,2,0,1,-2,180.0,7e-05
2,4,0,-1,-2,180.0,1e-05
